poi_id,poi_name,road_id,road_name,rank
584,林静茶庄(梅家坞店),-1,"",-1
585,大众快餐(皋亭新苑西),1192,沈半路,2
586,生煎粥铺,1137,平海路,2
587,好皮肤修复中心,1919,杭海路,2
588,中信特种玻璃,1919,杭海路,2
589,越航农庄,-1,"",-1
590,百姓购物超市,2148,沪杭高速,4
591,品牌公寓出租,974,八丈井东路,2
592,8090形象设计室,2377,商城西路,2
593,建娣食品店,-1,"",-1
594,孙国华挖机租赁部,-1,"",-1
595,杭州复大医疗门诊部,1158,德胜快速路,2
596,杭州飞毛腿企业事务代理,267,杭宁高速,4
597,美石记石锅拌饭(永乔路店),2350,杭海路,2
598,好山装饰材料,1677,昙花庵路,2
599,苹果零售店(乔莫东路),2350,杭海路,2
600,康华路与石大路交叉口,1757,同协路,2
601,停车场,48,杭长高速,4
602,杭州江南专修学院-十亩田书院,966,明德路,2
603,柏林花艺,1438,环城东路,2
604,航宇园艺资材批发部,1643,沪昆高速线,4
605,中国移动(三鼎博友指定专营店),439,石祥路,2
606,霍氏水族(宏丰店),72,闲林西路,2
607,初见花店,1097,兴业街,1
608,余杭周琦生诊所,66,城东路,2
609,杭州幻想数码,903,武林巷,1
610,东太平巷与高银街交叉口,1228,望江路,2
611,惠都家园东区(北门),2274,09省道,3
612,FM1零4.5用户运营中心,982,混堂桥,2
613,海丫洗吧,2005,建设四路,2
614,杭州星久酒店,1587,双菱路,2
615,西兴街道成人文化技术学校,1834,白马湖路,2
616,彩虹快速路入口与滨文路交叉口,806,新浦路,2
617,紫樱花日本料理(延安路店),1087,百井坊巷,1
618,浙医一院潘方仁分院城站院区CT室,1354,清泰街,1
619,中国移动(国华手机专卖店),127,振华路,2
620,台湾苏氏牛排(九堡店),2189,杭海路,2
621,龙之语家纺大卖场,1315,钱江路,2
622,文平副食品商店,-1,"",-1
623,杭州市医药特有工种职业技能鉴定站,1207,中河北路,2
624,知遇网吧,-1,"",-1
625,吴越历史文书博物馆(西北门),2330,通惠路,2
626,NORTHLAND,1820,之江路,2
627,五福文化苑,1799,钱潮路,2
628,杭州承文堂医药有限公司,866,滨文路,2
629,中信银行杭州玉泉支行停车场,639,西溪路,2
630,同安寺,-1,"",-1
631,尚堂书店,1094,潮王路,2
632,浙江省快递行业协会,1276,钱江路,2
633,勾庄果蔬直销点,2517,幸福南路,2
634,帝臣汽车用品,2007,建设四路,2
635,武林街道社会治安综合治理工作中心凤麟社区工作站,1141,中山北路,2
636,农家五味(乔司街道毛桃西街),2350,杭海路,2
637,爱尚女装银饰,1872,09省道,3
638,财通证券第二分公司,434,之江路,2
639,玫瑰园洗衣(万家星城店),1105,兴业街,1
640,世纪华联超市(秀月店),429,留祥路,2
641,长河汽车修理有限公司汽车销售分公司,2007,建设四路,2
642,萧山任丹体育用品,2295,育才路,2
643,中国光大银行(杭州滨江支行),1690,月明路,2
644,朝晖初中,2097,南环路,2
645,川味人家(星桥北路),1384,临丁路,2
646,左邻右舍超市,2311,仁爱路,2
647,杭钢冶金科技大厦停车场,598,天目山路,2
648,汉密哈顿(靖江路店),-1,"",-1
649,港信酒店,2496,临东路,2
650,开元名都大酒店-乒乓球室,2087,山阴路,2
651,杭州慧慧机械有限公司,2297,育才路,2
652,萧富钢材,-1,"",-1
653,玉古桥,725,黄龙路,2
654,PERNELLE(万象城),1821,剧院路,2
655,出租车北3东广场(出口),1826,新塘路,2
656,明红花艺婚庆,941,古河巷,1
657,立祥跆拳道馆,2423,迎宾路,2
658,中国农业银行(杭州义桥支行),-1,"",-1
659,东风日产杭州万风专营店,2442,临东路,2
660,讴歌展厅,394,萍水路,2
661,芸台书舍(梦想小镇店),-1,"",-1
662,南文化站,623,赵伍路,2
663,蓝鸽家纺,265,美院北街,1
664,杭州日报报业集团每日送(采荷发行站),1494,庆春东路,2
665,信逸房产,-1,"",-1
666,四季青服装集团南区,1263,秋涛路,2
667,苍南来茂印业艾莱客酒店,2312,回澜路,2
668,西湖天街,1035,学士路,2
669,金林门窗,-1,"",-1
670,中国体育彩票,434,之江路,2
671,侨扬石业,366,古墩路,2
672,杭州东站(检票口4B),1802,新塘路,2
673,雅艺琴行(滨江店),1684,江晖路,2
674,光复路与高银街交叉口,1278,建国南路,2
675,芳芳水果超市,-1,"",-1
676,德克士(罗马春天餐厅),1820,之江路,2
677,菓本堂(东城广场店),2241,九恒路,2
678,白马路与长江路交叉口,-1,"",-1
679,星吼网络科技,441,石祥路,2
680,四川人家(城南路),65,城东路,2
681,自行车租赁点(合丰花苑西),2198,星光街,1
682,匠心工作室,434,之江路,2
683,江南园林,2636,绕城高速 杭金衢高速,4
684,中山北路与秋水弄交叉口,1189,中河高架,3
685,浙江大学华家池校区邮政储蓄ATM,1641,景芳路,2
686,钱塘江,658,闻涛路,2
687,SKECHERS(西溪印象城),205,天目山路 Tian Mu Shan Road,2
688,美蓉副食品店(宝林路),55,联兴路,2
689,慧娟糖果,2193,萧绍东路,2
690,星海国际酒店-维也纳西餐厅,-1,"",-1
691,杭州西湖国际高尔夫乡村俱乐部,254,绕城高速 Ràochéng Gāosù,4
692,养生街,955,潮王路,2
693,永承汽车服务中心,9,南环路,2
694,杭州德胜收费站入口(金华方向),2026,德胜路,2
695,晨光文具(沾康线),865,康桥路,2
696,董家社区残疾人工作服务站,1490,三里亭路,2
697,豪世华邦(采荷店),1648,采东路,2
698,新州花苑东区(西2门),1856,滨和路,2
699,气味王国,702,教工路,2
700,浙江音像出版社,961,环城北路,2
701,宝泽轩,1538,解放东路,2
702,庆春路与湖滨路交叉口,1089,延安路,2
703,新惠浴室,1232,东新路,2
704,音悦课,878,南环路,2
705,公共厕所,974,八丈井东路,2
706,浙江省物产集团公司浙江经济职业技术学院汽车后服务连锁产业学院,2805,学正街,1
707,翠苑街道,602,天目山路,2
708,稻草人浙江总代理,885,上塘路,2
709,杭州吉辰创意婚礼婚庆策划工作室,1134,朝晖路,2
710,安徽大排档(沈家路),1268,沈家路,2
711,拱墅区民防局,626,严家桥街,1
712,普臣资产管理有限公司,1268,沈家路,2
713,中国联通(极民合作营业厅),-1,"",-1
714,四海花城,1498,太平门直街 Taipingmenzhi Street,1
715,清真兰州拉面(长明寺巷店),1354,清泰街,1
716,中国福利彩票,204,西溪路 Xixi Road,2
717,广厦篮球俱乐部,872,湖墅南路,2
718,LI-NING(恒隆广场),2087,山阴路,2
719,吉如社区老年活动室,674,通益路,2
720,甜心鸭子(上城店),1365,望江路,2
721,艮山支二路,1622,秋涛路,2
722,好得火锅(建设四路店),2243,宁东路,2
723,伟业路(地铁站),1017,滨康路,2
724,停车场(出口),2345,杭浦高速,4
725,联庄村老年活动室,910,南环路,2
726,南钻广场,2426,站前东路,2
727,天邑国际大厦1幢,626,严家桥街,1
728,晨豪集成吊顶,1654,华中路,2
729,公用电话(杭州大厦购物城B座),968,体育场路,2
730,罗纳咖啡(红街天城南),1769,铁路出发落客平台,2
731,安徽香菜馆(海达南路),2542,12号大街,1
732,欧卡教练(杭州中心),967,体育场路,2
733,杭州银行(拱宸桥支行),853,上塘路,2
734,星爱宠物诊疗,1872,09省道,3
735,兰州牛肉拉面(双港路店),127,振华路,2
736,中国农业银行(杭州市城西支行),521,华星路,2
737,计量校准检验所,1279,半山路,2
738,萧山中信,2007,建设四路,2
739,婴儿换洗间(城西银泰城),518,塘萍路,2
740,菲狐眼镜超市(德胜店),1158,德胜快速路,2
741,杭州白马湖建国饭店员工宿舍,1435,冠山隧道,2
742,甘其食(三里亭店),1429,董家桥路,2
743,中国电信天翼(石桥店),1545,秋涛路 Qiutao Road,2
744,小卫兵英伦风情餐厅,441,石祥路,2
745,芒果电脑,601,天目山路,2
746,简艺美术,2115,萧杭路,2
747,庆春广场地铁站E口,1713,杭海路,2
748,21世纪不动产,42,杭徽高速,4
749,沈家门渔港地面停车场,1143,环城北路,2
750,杭州怡乐口腔诊所,2189,杭海路,2
751,中国太平洋人寿保险股份有限公司,2230,九睦路,2
752,杭州德胜收费站入口(上海方向),2056,德胜路,2
753,东壹咖啡,2811,23号大街,1
754,欧林如海地板(华达路),75,104国道,3
755,停车场,389,紫荆花路,2
756,杭州大金家用中央空调专业店(体育场路分店),1430,环城东路,2
757,满意龙虾,1539,天城路,2
758,杭州威迩装饰工程有限公司,2316,南环路,2
759,杭州容芝焕美容养生馆,963,环城北路,2
760,宁围神的教会,2369,九堡大桥,2
761,杭州市中医院骨伤科门诊,1006,武林路,2
762,文成县人民政府驻杭州办事处,940,德胜巷,1
763,平安银行24小时自助银行(杭州钱江小微企业专营支行),1525,鲲鹏路,2
764,停车场(银沙路),2535,华景街,1
765,绿水数码,1031,德胜路,2
766,重庆麻辣烫,-1,"",-1
767,晓雅干洗店,-1,"",-1
768,日升水果蔬菜店,2344,杭浦高速,4
769,壹家懿超市,269,余杭塘路,2
770,扬帆家电,285,留祥路,2
771,胡计副食品店,2292,北干山隧道,2
772,random咖啡,2017,奔竞二路,2
773,西溪国家湿地公园-曲水庵,195,天目山路,2
774,菜鸟托运站,147,104国道,3
775,巨飞教育,395,萍水路,2
776,十足便利店(银沙路店),2540,天城东路,2
777,学院北路与申花路交叉口,443,学院北路,2
778,中国银行24小时自助银行(圆正·启真酒店西南),364,藕舫路,2
779,久旺中式快餐(萧山市心路店),2159,人民路,2
780,泓利香烟水果便利店,2570,14号大街,1
781,浙旅商场,-1,"",-1
782,小南洋螺蛳王酒店,1368,江城路,2
783,埃迪蒙托(杭州特力屋),804,大关路,2
784,同丰物流公司,1906,笕丁路,2
785,下沙金沙湖营业厅,2539,天城东路,2
786,五洲国际广场停车场,366,古墩路,2
787,德邦(杭机路店),-1,"",-1
788,济民园,2105,金鸡路,2
789,七星电脑,1673,艮山西路,2
790,第1世界大酒店停车场,2104,杭齿隧道,2
791,停车场,2485,学林街,1
792,杭州龙图通信技术有限公司,954,密渡桥路,2
793,精鑫不锈钢,2439,月雅路,2
794,左宣时尚造型,-1,"",-1
795,停车场(悦墅西北),2274,09省道,3
796,杭州育才中学-4号教学楼,804,大关路,2
797,必胜客(乔司华荣城店),2350,杭海路,2
798,明德地产,311,吉鸿路（紫金港北路）,2
799,上城区复兴住宅小区业主委员会,434,之江路,2
800,民权路与民生路交叉口,1238,清泰街,1
801,栖园弄与芭园弄交叉口,1615,近江南路,2
802,浙江地勘大楼,965,环城西路,2
803,艾咖咖啡,78,文二西路,2
804,何家坝(公交站),244,龙章路,2
805,参茸专卖行,2258,久盛路,2
806,甲缘美甲化妆,2461,东湖南路,2
807,闲林移动营业厅,72,闲林西路,2
808,杭州萧山瓜沥小胡园艺场,-1,"",-1
809,豪世华邦(香积寺路),1162,长德路,2
810,盛世嘉园,72,闲林西路,2
811,万德创意设计,655,曙光路,2
812,靓瑞形象设计,1327,东清巷,1
813,文三巷与马塍路交叉口,918,混堂巷,1
814,Mystery(银泰百货A馆),1141,中山北路,2
815,停车场,2325,利华路,2
816,4Ucafe(景芳路店),1704,新塘路,2
817,虾老盱眙小龙虾,2596,德胜东路,2
818,建华汽车服务部,1097,兴业街,1
819,杭州京都医院泌尿外科中心,1158,德胜快速路,2
820,西施文化公园,2297,育才路,2
821,皖浙排挡,-1,"",-1
822,慧兴副食品,-1,"",-1
823,华海空调修理中心,926,文晖路(公交专用道),2
824,泰山石膏板店,1666,江虹路,2
825,中国移动商城中路营业厅停车场,2193,萧绍东路,2
826,豪侠网络,1690,月明路,2
827,景芳创坚门窗,1704,新塘路,2
828,阿里影业,637,学院路,2
829,正蒙房产,2350,杭海路,2
830,耶稣教堂,2247,高桥路,2
831,宝堤蓝女子瑜伽美容会所,865,康桥路,2
832,杭州求知人才专修学校,2581,5号大街,1
833,特色重庆酸菜鱼(萧山店),2298,万向路,2
834,创意二路,182,绕城高速 Ràochéng Gāosù,4
835,修补定制篷布,1097,兴业街,1
836,近秋(长生路店),1202,中河高架,3
837,法克造型,-1,"",-1
838,夏莲路与桃源街交叉口,1192,沈半路,2
839,诚宇数码产品商行,2576,3号大街,1
840,专业锁眼,2350,杭海路,2
841,停车场(闲林东路),72,闲林西路,2
842,浙江浙同律师事务所,1143,环城北路,2
843,杭海路与秋涛路交叉口,1538,解放东路,2
844,阿娟花圈礼品店,75,104国道,3
845,鼎峰打印打样,1757,同协路,2
846,停车场(水滴·爱情公寓东),2597,文渊路,2
847,中国农业银行24小时自助银行(工大三路),1176,东晖路,2
848,中国建设银行(杭州大关支行),884,绍兴路,2
849,超级汉堡店(仓前店),103,高教路,2
850,六中车站,-1,"",-1
851,百盛百货超市,2189,杭海路,2
852,中共中国农业银行浙江省分行委员会,1877,之江路,2
853,零距离健身游泳中心,1475,秋溢路,2
854,海鲜辣卤(下沙店),2485,学林街,1
855,方回春堂综合中医门诊,1704,新塘路,2
856,罗曼地客客栈,973,沈半路,2
857,中骅物流(余杭区瓶窑镇营业部),74,104国道,3
858,西拾烘焙,978,留石快速路,2
859,华达不锈钢(城东路),2450,新城路,2
860,竞舟北路申花路口自行车租赁点,446,丰潭路,2
861,杭州特洁汽车钣金油漆快修,2289,沪杭高速,4
862,特色石锅鱼,423,通运路,2
863,商教苑社区社区文化活动中心,1512,杭海路 Hanghai Road,2
864,丽涵美容,1761,五福路,2
865,杭州市民卡代理服务点(高教路),109,茶师庵路,2
866,迈道夫汽车服务连锁店(政苑小区店),479,余杭塘路,2
867,恒庐美术馆,1067,劳动路,2
868,香樟公寓停车场(入口),464,丰潭路,2
869,荣华副食品店,26,杭徽高速,4
870,啖啖龙虾,-1,"",-1
871,乐富智汇园停车场,507,祥茂路,2
872,城西旅馆(萧西路),2088,萧西路,2
873,ModernHouse(银泰城),1070,高银街,1
874,星星宝贝早教幼教中心,723,六合路,2
875,东方龙广告传媒有限公司,1690,月明路,2
876,糖果屋儿童游乐园,1555,秋涛路,2
877,经纶空调修理中心,1638,秋涛路,2
878,龙格亲子游泳俱乐部(江陵路),1786,江陵路,2
879,黄龙体育中心魔方学院,725,黄龙路,2
880,停车场,2198,星光街,1
881,就是茶(长生路号店),1174,岳王路,2
882,铜山(公交站),-1,"",-1
883,滨江区政府(公交站),1786,江陵路,2
884,尤家丽(江干店),1493,庆春东路,2
885,味茶餐厅(四眼井店),707,虎跑路,2
886,普莉赛诗海洋美容院(西湖文化广场店),1143,环城北路,2
887,永峰家政,65,城东路,2
888,小丫水果(乐园路店),2088,萧西路,2
889,古塘路30-2号,1928,西兴路,2
890,杭州师范大学仓前校区人文社科处,103,高教路,2
891,长木空调修理中心,1232,东新路,2
892,杭州宏诚房地产经纪有限公司,2461,东湖南路,2
893,希蕊东方舞,595,万塘路,2
894,悸动奶茶烧仙草,2198,星光街,1
895,森森水族(荆山湾路),72,闲林西路,2
896,九堡三区三排,2241,九恒路,2
897,铂杰造星坊,354,金家渡路,2
898,双利食品经营部,1673,艮山西路,2
899,上塘高架,409,储运路,2
900,临安山核桃(九隆购物中心西北),1972,之江东路,2
901,杭州市人大常委会,1652,新业路,2
902,双灵村文化长廊,-1,"",-1
903,浩通手机店,55,联兴路,2
904,园区二路与杨家墩街交叉口,966,明德路,2
905,江南条码(江南条形码余杭店),93,绿汀路,2
906,温顺假日酒店,366,古墩路,2
907,杭州三里洋物流有限公司(三里洋路),860,拱康路,2
908,房山饮苕,1070,高银街,1
909,华洋宏大服务中心,2159,人民路,2
910,路易摩登陶瓷(商贸路),-1,"",-1
911,我爱我家(清水公寓店),1004,河东路,2
912,左邻·右舍(蒙卡岸店),9,南环路,2
913,撩虾(紫金港店),453,方家北路,2
914,宏伟防水(九横路),2028,德胜路,2
915,大和弄与麒麟街交叉口,1181,仙林桥直街,1
916,史家埭路5号停车场,2461,东湖南路,2
917,方英粮油烟酒食品店,-1,"",-1
918,浙大网新软件园停车场(入口),259,留祥路,2
919,宝丽眼镜(西田城),432,莫干山路,2
920,婺江路地铁站A口,1276,钱江路,2
921,久水甸,968,体育场路,2
922,东北美食(军华路店),2448,绕城高速,4
923,中国计量大学东生活园区篮球场,2485,学林街,1
924,鑫鑫美发工作室,1520,艮山西路,2
925,长乐路小区,842,上塘路,2
926,余杭区射击协会木仓会,2423,迎宾路,2
927,开开内衣(下沙商贸城),2576,3号大街,1
928,雪妮工作室,265,美院北街,1
929,伟鹏家电(仓前店),-1,"",-1
930,自行车租赁点,-1,"",-1
931,杭州鼎点广告有限公司,963,环城北路,2
932,文新教会,457,丰潭路,2
933,娃娃机(中大银泰城1号楼),978,留石快速路,2
934,张记黄焖鸡米饭,1752,江晖路,2
935,大自然床垫,437,竞舟北路,2
936,北山公园-萧山区烈士纪念碑,2293,育才路,2
937,苁蓉中医,1786,江陵路,2
938,古运酒楼,1872,09省道,3
939,杭州住房公积金管理中心,1786,江陵路,2
940,乡牌塘,-1,"",-1
941,卡蓝巴名车护理中心,297,古墩路,2
942,小田美甲,2028,德胜路,2
943,利娟理发店,127,振华路,2
944,杭州易众汽车用品商行,584,上塘高架,3
945,自行车租赁点(七堡社区南),1972,之江东路,2
946,一品港式煲仔饭(中大银泰店),978,留石快速路,2
947,之江路与碧波路交叉口,308,紫之隧道,2
948,杭州特灵中央空调,2070,市心北路,2
949,尚妆造型,609,余杭塘路,2
950,川湘菜馆(花牌楼),201,绕城高速,4
951,头图园,1630,滨安路,2
952,澳洁洗染,2531,德胜东路,2
953,新湾街道,-1,"",-1
954,浙江省环境监测中心停车场,698,黄姑山路,2
955,绿洁家政,691,康桥路,2
956,五味园美食餐厅,2700,文溯路,2
957,嵊州小吃(集萃路店),285,留祥路,2
958,停车场(园丁公寓北),265,美院北街,1
959,石一,1331,太平门桥弄,1
960,杭州美雅汽车服务有限公司(道源路),2362,大通路,2
961,童星小主持,1786,江陵路,2
962,宁海巷与定海街交叉口,815,湖州街,1
963,华亿碟刹杭州办事处,802,大关路,2
964,中国建设银行24小时自助银行(杭州城站支行),1354,清泰街,1
965,杭州联合银行(茅家埠分理处),617,龙井支路,2
966,洪高超市,1654,华中路,2
967,Reemoor舒软鞋(城西银泰城),518,塘萍路,2
968,中国农业银行24小时自助银行(杭州望江支行),1276,钱江路,2
969,燃卡运动空间(文晖路店),954,密渡桥路,2
970,万家电脑,325,三墩路,2
971,杭州联合银行(杭富分理处),313,绕城高速 Ràochéng Gāosù,4
972,龙门客栈停车场(入口),109,茶师庵路,2
973,Breaker·抹茶,1494,庆春东路,2
974,杭州永东建设有限公司,1872,09省道,3
975,里德房产,634,学院路,2
976,胜华副食品店,72,闲林西路,2
977,孝友里,1224,清吟街,1
978,奔竞大道市心路口(公交站),2069,市心北路,2
979,味捷外卖(北软店),448,祥园路,2
980,麦当劳(黄龙店),657,曙光路,2
981,LED显示屏,1094,潮王路,2
982,詹姆仕芝士排骨(中大银泰城店),978,留石快速路,2
983,东北饭店(八角亭街),1643,沪昆高速线,4
984,杭州佳宜医药技术有限公司,602,天目山路,2
985,杭州市启源中学(建设中),2810,绕城高速,4
986,中国邮政储蓄银行24小时自助银行(下沙营业所),2625,8号大街,1
987,杭州开发区工商分局,2548,上沙路,2
988,浙江大学城市学院北校区问源楼1号楼,814,湖州街,1
989,鼎昊轩,1271,望江路,2
990,宝鼎堂,1242,望江路,2
991,世茂广场-销售中心,2741,之江东路,2
992,杭州江干工程车协会,2258,久盛路,2
993,育鹰创业孵化基地,1058,西文街,1
994,西溪金座,153,文一西路,2
995,铜鼓路与银鼓路交叉口,1402,富春路,2
996,FellwellClub,1875,车站南路,2
997,亚朵酒店(杭州滨江滨文路),899,园区二路,2
998,众泰售后,376,勾运路,2
999,映翠路与长江路交叉口,-1,"",-1
1000,联庄2区86号楼,1009,伟业路,2
1001,河南烩面(星桥店),1384,临丁路,2
1002,龙鑫客房(胜利闸路),1031,德胜路,2
1003,路易·蒂妃(橡树巷),472,丰登街,1
1004,丰悦路青年路口(公交站),-1,"",-1
1005,自行车租赁点(杰立大厦东),1545,秋涛路 Qiutao Road,2
1006,文鼎苑物业服务中心,366,古墩路,2
1007,紫云饭店停车场,867,保俶路,2
1008,力巨人集成灶萧山专卖店,1988,跨月路,2
1009,家友超市(德胜东路),2493,学源街,1
1010,自行车租赁点,2028,德胜路,2
1011,中化石油浙江有限公司,1783,庆春隧道,2
1012,老杭州早餐,958,北山街,1
1013,经济技术开发区樽甄甜品店,2625,8号大街,1
1014,停车场,2124,南环路,2
1015,漂亮宝贝(宝丰路),2742,红垦路,2
1016,Mr.Coffee,1494,庆春东路,2
1017,杭州浦沿镇汽配铸造厂,1435,冠山隧道,2
1018,拱墅区劳动人事争议仲裁委员会劳动争议仲裁派出庭,507,祥茂路,2
1019,杭州创新门窗装潢店,2232,银堡街,1
1020,圣宠宠物(萧山店),2134,工人路,2
1021,盱眙陈氏龙虾烧烤,324,好运路,2
1022,雅堂小超(金沙学府店),2668,6号大街,1
1023,中国石化汽车养护,1097,兴业街,1
1024,东山农贸市场水果配送中心50,657,曙光路,2
1025,佛罗伦萨简餐,973,沈半路,2
1026,纯翠,2462,东湖南路,2
1027,修车摊,1510,凤起东路,2
1028,杭州大厦珠宝俱乐部,967,体育场路,2
1029,蜂之语专卖(邱山大街店),2461,东湖南路,2
1030,开元名都,2087,山阴路,2
1031,沈邱线,-1,"",-1
1032,极客酷玩,185,文一西路,2
1033,恒合手机连锁,177,绕城高速 Ràochéng Gāosù,4
1034,卡卡网咖(城市果岭店),2825,银海街,1
1035,朝晖街道河东社区健身点,1125,上塘路,2
1036,巴拉巴拉(城西银泰城),488,拱苑路,2
1037,五迪中心(建设中),103,高教路,2
1038,老头儿油爆虾(新风店),1716,天城路,2
1039,汉庭酒店(杭州翠苑店),637,学院路,2
1040,衢味便当,1251,江城路,2
1041,花中城(五福店),1498,太平门直街 Taipingmenzhi Street,1
1042,洁丰干洗(亿城嘉园店),1571,康宁街,1
1043,崇德堂,942,七古路,2
1044,万商汇电子市场(邮政枢纽大楼西),2193,萧绍东路,2
1045,浙工大图书馆图书教材中心,1095,潮王路,2
1046,和平广场美食城停车场(出入口),882,绍兴路,2
1047,渣打银行(杭州武林支行),1141,中山北路,2
1048,岩手手艺寿司,1790,春晓路,2
1049,VEROMODA(恒隆广场店),2195,市心中路,2
1050,北京片皮鸭,2235,城河街,1
1051,丝蜜达,1384,临丁路,2
1052,ORLANE(万象城),1821,剧院路,2
1053,川辣王江西菜馆,2028,德胜路,2
1054,曲工影音设备,529,湖州街,1
1055,可佳基自选快餐,507,祥茂路,2
1056,停车场(功虎社区东北),366,古墩路,2
1057,兰州牛肉拉面(康宁路店),978,留石快速路,2
1058,杭州市流浪猫绝育定点动物医院,366,古墩路,2
1059,蓝色沸点量贩KTV(绍兴路),1232,东新路,2
1060,游船售票处,205,天目山路 Tian Mu Shan Road,2
1061,猫精咖啡,1145,环城北路,2
1062,保先文化用品,-1,"",-1
1063,杭州站军人候车区,1354,清泰街,1
1064,欣睿电脑店,1654,华中路,2
1065,数源科技股份有限公司(5号大街),2578,10号大街,1
1066,黄湖街(公交站),-1,"",-1
1067,兄弟汽车服务(海塘路),2430,萧绍东路,2
1068,天一科技手机维修中心,2311,仁爱路,2
1069,府前街与蔡官巷交叉口,1165,十五奎巷,1
1070,湖北鑫惠丰物流萧山分公司,2007,建设四路,2
1071,金贝儿童主题乐园,2594,1号大街,1
1072,景昙路与景芳路交叉口,1704,新塘路,2
1073,杭州市人事考试办公室,1134,朝晖路,2
1074,星河嘉园第1排,2198,星光街,1
1075,乐恩美妆摄影工作室,576,智泉路,2
1076,校园卡服务部(树人路),624,求是路,2
1077,楚庆巷与珠碧二弄交叉口,1438,环城东路,2
1078,正宗兰州拉面刀削面(广景酒店西),-1,"",-1
1079,伟星管(秋涛北路),1674,艮山西路 Genshan Road (West),2
1080,停车场,2038,青年路,2
1081,假山路与德胜巷交叉口,1004,河东路,2
1082,NEWearMeters/bonwe,950,香积寺路,2
1083,新颜Shinebeautylounge,968,体育场路,2
1084,兰卡婚庆,1430,环城东路,2
1085,周生生(解百新世纪商厦),1187,中山中路,2
1086,乡米堂鸡米饭粗菜馆,550,文一路,2
1087,浙江水利水电学院,2815,文海南路,2
1088,留下街道敬老院,204,西溪路 Xixi Road,2
1089,云玲农夫,557,文二路（公交逆向专用道）,2
1090,杭州市残疾人托管中心,1788,绕城高速,4
1091,文化巷与文北巷交叉口,557,文二路（公交逆向专用道）,2
1092,杭州萧山国际机场(1F国内到达6号门),-1,"",-1
1093,庆华饭店,1332,建国路,2
1094,浙江警官职业学院汽车驾驶培训中心,2733,文津路,2
1095,老北京炸酱面(上沙路旗舰店),2540,天城东路,2
1096,北秀路与秋悦路交叉口,1192,沈半路,2
1097,松鼠便利(水乡华庭店),-1,"",-1
1098,杭州滨江医院骨科,1354,清泰街,1
1099,牛骨骨汤麻辣烫,966,明德路,2
1100,度豪大酒店停车场,311,吉鸿路（紫金港北路）,2
1101,郡庭路与隐秀路交叉口,683,景苑路,2
1102,朗思英语,1141,中山北路,2
1103,扶梯(西田城),432,莫干山路,2
1104,二毛土猪肉(流水苑店),1444,艮山西路,2
1105,杭州弄潮儿文化创意有限公司,2741,之江东路,2
1106,嘉华通讯器材商行,2193,萧绍东路,2
1107,安德巷与科技馆街交叉口,1714,新月路,2
1108,萨诺食品烟酒直供(龙山店),1654,华中路,2
1109,龙坞文印室,256,绕城高速,4
1110,重庆鸡公煲,2007,建设四路,2
1111,中国电信(大井营业厅),2096,绕城高速,4
1112,江南门窗(杭乔路),2311,仁爱路,2
1113,杭州市公安局交通纠察大队西湖中队,700,老曙光路 Laoshuguang Road,2
1114,稳健电器,529,湖州街,1
1115,万事利医院-高压氧舱,1031,德胜路,2
1116,一品烤猪蹄,1981,长虹路,2
1117,火锅郎(金沙学府店),2669,6号大街,1
1118,浪花俱乐部,735,跑马场巷,1
1119,丽婴房专柜,2297,育才路,2
1120,杭州星矢投资管理有限公司,2548,上沙路,2
1121,汇和城购物中心南区,1716,天城路,2
1122,发源地美发工作室(联胜路),124,联胜路,2
1123,品全超市,2424,新螺路,2
1124,奥亚精品中心,2443,德胜东路,2
1125,中国农业银行(西兴支行),1928,西兴路,2
1126,兰州拉面(金一路),2007,建设四路,2
1127,仁和司法所停车场(入口),267,杭宁高速,4
1128,中汇税务师事务所,585,余杭塘路,2
1129,音乐教室,432,莫干山路,2
1130,丰巢快递柜,2247,高桥路,2
1131,杭州余杭德鑫包装有限公司,1876,09省道,3
1132,杭州联合银行停车场,390,申花路,2
1133,逸和房产,2461,东湖南路,2
1134,石头府音乐餐厅,2462,东湖南路,2
1135,杭州樱花园停车场,-1,"",-1
1136,七樽醉,1513,华池北路,2
1137,杭州市交通事故快速处理保险理赔港昌服务中心,442,灵溪隧道,2
1138,重庆邓氏烤鱼(常二路),126,常二路,2
1139,鲜果船,1668,03省道,3
1140,尚坤紫萱停车场,274,池华街,1
1141,园区路,1931,艮山东路,2
1142,索福门业(城北商贸园西北),366,古墩路,2
1143,春旺SF菜,1456,滨兴路,2
1144,富山工艺,1614,齐飞路,2
1145,丰巢自提柜,227,晴川街,1
1146,徐叶飞民宿,-1,"",-1
1147,中国体育彩票,415,莲花街,1
1148,卓越通讯,127,振华路,2
1149,周家斗78号楼,154,文一西路,2
1150,长岳街与长浜南路交叉口,1442,顾家畈路,2
1151,春园楼梯,1679,广景弄,1
1152,亚梭家私(杭州大厦购物城B座),1141,中山北路,2
1153,紫薇苑11-7号,72,闲林西路,2
1154,书林苑(南门),147,104国道,3
1155,丰巢快递,1295,香积寺东路,2
1156,浙江大学交通智能化管理中心,797,保俶北路,2
1157,中国农业银行ATM,1402,富春路,2
1158,安能物流(杭生路),75,104国道,3
1159,警察学院保卫处,899,园区二路,2
1160,珍爱造型,941,古河巷,1
1161,停车场(绿洲嘉园西北),2105,金鸡路,2
1162,天月网吧,783,保俶北路,2
